Concept,Concept_Frequency,E_mean,P_mean,A_mean,E_sd,P_sd,A_sd
to query someone is,128,0.693749996,0.545312497,0.671874997,1.109923022,1.064891351,1.267208314
to question someone is,102,0.806862738,1.174509796,0.764705883,1.284735956,1.180341133,1.135707309
to quibble with someone is,99,-1.587878784,-0.22323232,1.503030294,1.115500502,1.404935049,1.263171783
to quiet someone is,105,-0.117307695,1.069523806,0.059999999,1.568527989,1.43975985,1.590210433
to quiz someone is,97,0.697938145,1.055670103,0.884536079,0.977878162,0.95437251,1.146401997
to raise the pay of someone is,97,2.654639165,2.29896907,0.513402054,1.156865437,1.147051916,1.604137148
to rant at someone is,95,-1.731914887,0.501052634,2.469473681,1.307070327,1.64985458,1.112890977
to rape someone is,98,-3.773469388,1.252040808,2.69489794,0.830296319,2.423562582,1.145981089
to ravish someone is,110,-0.23027523,1.367592588,1.995412831,2.107855871,1.684166434,1.299315006
to reason with someone is,107,2.575700924,1.778504664,0.325233639,1.040214159,1.044304228,1.520246584
to reassure someone is,97,2.656701025,1.743298962,0.402061854,0.938516919,1.100369936,1.54905746
to rebel against someone is,102,-0.048039218,1.612745098,1.889215672,1.349714339,0.999075967,1.292086107
to rebuff someone is,95,-0.768421049,0.79473684,0.804210523,1.36897718,1.282232789,1.219863589
to rebuke someone is,91,-0.357142859,1.094505489,1.214285701,1.352211588,1.0709666,1.250828285
to recognize someone is,100,1.671999986,0.994,0.462999999,1.197563172,1.067690789,1.352338411
to recount something to someone is,100,1.019999999,0.702999999,0.696999996,1.187816942,1.042767777,1.13328475
to reform someone is,101,1.429702965,1.628000002,0.870297027,1.515027684,1.347881242,1.301348878
to refuse someone is,100,-0.709000003,1.289999998,0.622999997,1.388851355,1.388153337,1.488057167
to regulate someone is,102,-0.133333329,1.698039205,0.837254899,1.477108046,1.299198556,1.306489629
to rehabilitate someone is,98,2.777551017,2.207142851,0.485714279,0.960082755,1.104466097,1.730383419
to reject someone is,102,-1.368627445,1.142156858,0.291176469,1.530869184,1.783723782,1.524006113
to release someone is,96,1.780208318,1.921874992,0.467708331,1.173444746,1.250953582,1.299594647
to relish someone is,93,1.393548381,0.539784946,0.4688172,1.504327561,1.461694941,1.40604119
to remember someone is,101,2.478217804,1.426732668,-0.656435642,1.178355121,1.317489359,1.540351627
to remind someone is,91,1.910988993,1.137777775,0.443333332,1.150695485,1.023386946,1.167254531
to renounce someone is,102,-1.450000003,0.908823529,0.874509794,1.33466724,1.733028183,1.294213021
to repel someone is,93,-1.155913978,1.173118279,1.013978492,1.775464568,1.560249406,1.426731695
to reply to someone is,101,1.791089101,0.718811879,0.665346539,1.267919473,1.218253896,1.148253956
to report someone is,98,0.399999999,1.238775508,0.957142854,1.38511973,1.291257895,1.145137629
to reprimand someone is,92,-0.80217391,1.513043473,1.447826084,1.458433471,1.423524292,1.190482243
to reproach someone is,87,-0.936781602,0.649425284,0.924137929,1.153469475,1.319343868,1.191243774
to repulse someone is,94,-2.459574464,0.504255315,0.844680848,1.201550894,1.635159044,1.368353301
to request something from someone is,101,0.408910888,-0.216831682,0.427722771,0.9989093,1.3085159,1.213681897
to rescue someone is,104,3.524999996,3.077884615,2.673076911,0.606077646,1.095529904,1.079035059
to respect someone is,104,2.896153835,2.102884601,-0.236538464,1.051852101,1.158795545,1.439866339
to restrain someone is,97,-1.029896907,1.970103085,2.171134005,1.738184208,1.35140088,1.202077945
to retaliate against someone is,99,-1.851515152,0.792929292,1.565656559,1.549217293,1.97578465,1.607454663
to retell something to someone is,102,0.607843137,0.431372544,0.793137254,1.233820939,1.047106363,1.040873566
to revere someone is,85,1.336470581,0.291666668,-0.35952381,1.438736792,1.679372251,1.488762651
to reward someone is,136,2.77132352,2.03455882,0.972592586,0.988295066,1.018886742,1.214552895
to rib someone is,94,-0.763829784,0.093617021,1.290425522,1.421936515,1.206862863,0.961301655
to ridicule someone is,105,-2.599999999,0.209523817,1.90480768,1.270448133,2.176161215,1.214586088
to rob someone is,115,-3.526956518,0.862608695,1.786842094,0.723578076,2.207302895,1.731361591
to rouse someone is,86,0.270930231,1.147058816,1.688235286,1.324863255,1.052161961,1.090697866
to save someone is,101,3.52277227,3.154455444,2.194999985,0.605124988,0.955774535,1.332755553
to say farewell to someone is,91,-0.414285715,0.176923074,-0.337362641,1.38151055,1.67133193,1.276422813
to say goodbye to someone is,99,0.04848485,0.40808081,-0.211111112,1.516532276,1.547062837,1.371271484
to scare someone is,102,-1.705882343,0.752941178,1.990196072,1.290162592,1.592538657,1.193921055
to scheme someone is,98,-2.704123715,0.38659794,0.460204077,1.435336598,1.980089896,1.627327182
to scoff at someone is,111,-2.021621613,-0.045945947,0.865765765,0.937346874,1.577211791,1.224187699
to scold someone is,102,-1.205882349,0.742156866,1.628431357,1.277669871,1.582355444,1.164608238
to scorn someone is,94,-2.058064516,0.89255319,1.456382976,1.216313268,1.503132164,1.512923422
to scowl at someone is,102,-2.052941175,0.162745104,-0.016666665,1.014323742,1.484635596,1.70422209
to scratch someone is,93,-1.527956986,0.292473118,1.246236554,1.625032814,1.388245408,1.259447694
to scream at someone is,106,-2.435849046,0.895283023,2.987735842,1.026987146,1.915221323,0.909809282
to scrutinize someone is,105,-0.763461538,0.585576919,0.447619047,1.550011439,1.591202636,1.646388541
to search for someone is,102,1.477450974,0.795098039,1.613725477,1.263650754,1.464725666,1.274427777
to search someone is,90,-0.706666665,1.361111105,1.134444438,1.501070774,1.377564565,1.460426373
to seduce someone is,100,0.268686867,1.689999996,0.336999996,1.83501356,1.364151416,1.700484478
to see someone is,93,1.267741932,0.438709676,-0.101086958,1.143142243,1.197554774,1.414485077
to seek advice from someone is,96,2.054166653,0.361458332,0.328124996,1.075851351,1.547790935,1.293115617
to seize someone is,101,-1.750495044,1.572277227,2.024752458,1.411497341,1.613760752,1.156235778
to sell something to someone is,104,1.066346144,1.01057692,1.149999993,1.116218517,0.990921726,1.028997053
to sentence someone is,114,0.098245618,2.450877186,0.621052628,1.480013285,1.218096993,1.519109752
to serenade someone is,103,2.11747572,1.266019416,1.253398056,1.254671832,1.258270935,1.702755296
to serve someone is,94,1.489361685,0.082978728,0.93723404,1.669747765,2.151000676,1.485339393
to sexually arouse someone is,97,2.064583327,2.008247421,1.094845354,1.347510701,1.182746639,1.596504716
to sexually proposition someone is,100,-0.888000003,0.752999998,1.074999999,1.781344398,1.607712143,1.566852012
to shaft someone is,88,-2.764772725,0.686206892,1.197701142,0.923765386,1.802206162,1.259196588
to shake hands with someone is,102,2.022549013,1.386274504,0.45098039,1.104886252,1.183721195,1.255147426
to shame someone is,101,-2.606930685,-0.066336633,1.098019792,1.255249574,2.206412347,1.598873365
to share something with someone is,104,2.821153838,1.960576921,0.463461535,1.085175756,1.217144381,1.437301789
to shield someone is,97,2.473195863,2.330927825,1.464948445,1.365384212,1.275764549,1.505409772
to shock someone is,102,-0.962745092,1.1245098,1.936274501,1.398579298,1.491921226,1.184703598
to shoot someone is,100,-3.057999997,1.610999995,2.969999986,1.320099475,2.37384293,1.128017839
to shoplift from someone is,99,-3.123232323,-0.450505046,0.751515151,0.946187656,2.077693657,1.786420626
to short change someone is,102,-2.824509789,-0.335294116,0.107843135,0.98708856,1.885885406,1.645978368
to shout at someone is,93,-1.77956989,0.816129033,2.508602144,1.414410241,1.87363227,1.379717673
to shove someone is,102,-2.811764711,1.162745097,2.214705865,0.824536375,1.70641895,1.211365073
to show something to someone is,91,1.317777774,0.818681318,0.530769226,1.107439371,0.955558251,1.190769335
to shun someone is,101,-2.427000001,0.283999995,-0.351,1.398256848,1.953381944,1.775961532
to shush someone is,104,-0.754807692,0.360576923,0.328846152,1.158830999,1.227944706,1.439772968
to sicken someone is,95,-2.817894735,0.262105265,0.456842102,1.197157889,1.903757707,1.682048685
to silence someone is,91,-1.031868133,1.383516484,0.495604395,1.529115875,1.68972474,1.786362662
to sing to someone is,88,2.078409076,1.344318179,1.503409081,1.018162514,1.022601812,1.104166495
to sit next to someone is,90,0.883333328,0.164444441,-0.792222215,1.087441064,1.050661753,1.214632479
to slander someone is,104,-3.015384615,-0.133653843,1.187499993,0.991103066,2.044011398,1.509110675
to slap someone is,101,-2.538613854,0.778217817,2.517821768,1.243621351,1.997128133,1.168194854
to slay someone is,98,-3.13061225,1.851020409,2.439795903,1.373340284,2.239810598,1.363193627
to sleep with someone is,88,1.649999994,1.299999994,1.121590901,1.45325634,1.332355952,1.916441185
to slug someone is,88,-2.618181812,1.361363629,2.254545454,1.028618703,1.77339416,1.222669878
to smile at someone is,104,2.911538454,1.874999989,-0.270192304,0.891525119,1.172479736,1.686317282
to smirk at someone is,92,-0.534782608,-0.103260865,-0.314130435,1.649204592,1.336589966,1.436691988
to smother someone is,101,-2.975247524,1.354455439,1.00693069,1.153031312,2.114735192,2.07240234
to snarl at someone is,114,-2.264035081,0.162280698,1.380701746,0.966164499,1.689865166,1.474315627
to sneer at someone is,104,-2.243269221,-0.32307692,0.084615384,0.992962073,1.814249461,1.645633765
to snub someone is,99,-2.303030297,0.2050505,-0.160606065,1.21482799,1.95945503,1.758815593
to snuggle someone is,94,2.752127658,1.199999998,-1.472340424,1.165058377,1.651392373,1.785027581
to sock someone is,97,-2.475257734,0.891752581,2.422680405,1.255573486,1.979671153,1.216852594
to soothe someone is,101,3.076237615,1.851485141,-0.9960396,0.820749491,1.383662805,1.717551781
to spare someone is,101,2.430693045,2.308910891,0.294059401,1.01476525,1.142199549,1.511279035
to speak to someone is,88,1.581818172,1.085227267,1.210227271,1.106672073,1.145861085,1.139069977
to spoil someone is,105,-0.286666667,0.869523806,0.736190475,1.926239191,1.282359886,1.270306123
to spot someone is,100,0.916999993,0.428999997,0.151000003,1.011554945,0.918859082,1.333901013
to spurn someone is,87,-2.15697675,0.175294114,0.806976736,1.316728629,1.776761754,1.497353789
to stab someone is,103,-3.643689323,1.799029121,2.593203871,0.6940461,2.048169679,1.180001841
to stall someone is,94,-0.979347827,0.629032253,0.078494624,1.061984252,1.268993143,1.830350957
to stammer at someone is,97,-1.076288655,-0.928865964,0.36082474,0.998412608,1.303117942,1.284811639
to stare at someone is,104,-1.259615384,-0.21730769,-1.365384616,1.163566598,1.492534312,1.593723683
to stare someone down is,104,-1.532692307,0.921153852,-1.027884617,1.249344865,1.487336384,1.559652484
to startle someone is,92,-1.102173906,0.890217387,1.870652161,1.16665938,1.208400973,1.271888622
to state something to someone is,98,1.022448978,0.747959183,0.824489796,0.932851808,0.989244174,1.002271775
to steal from someone is,98,-3.303061224,0.531632657,0.923469379,0.936923471,2.215856483,1.881368274
to stop someone is,114,0.079824561,1.42719298,1.220175429,0.976373986,1.176261137,1.156067465
to strangle someone is,134,-3.526119406,1.883582088,2.592537307,1.024433028,2.008934708,1.486107447
to strip someone is,104,-1.824999998,1.45145631,1.466990278,1.517199133,1.635684428,1.410770074
to stroke someone is,100,1.254999989,0.668999997,-0.552999997,1.448815247,1.05224099,1.678951992
to study someone is,91,0.94777777,0.815384613,-1,1.206091999,1.133325786,1.559629577
to stun someone is,90,-0.681111109,1.002222218,1.428888882,1.313447682,1.316530829,1.359960705
to stutter at someone is,97,-1.024742265,-1.305154634,0.34639175,1.05741734,1.106455592,1.372350609
to stymie someone is,81,-1.712499998,0.768750006,0.618518517,1.331257613,1.590525247,1.367855168
to subdue someone is,94,-0.870212764,2.029787228,1.432978722,1.537406686,1.175450471,1.594910473
to submit to someone is,91,-1.019780218,-2.279120868,-1.610988998,1.420189322,1.336123453,1.408501998
to suck up to someone is,107,-1.890654194,-1.640566031,0.771028033,1.155914452,1.370281741,1.500000585
to sue someone is,93,-1.019354838,1.460215049,1.109677422,1.553415447,1.448773076,1.790558843
to suggest to someone is,94,1.097826085,0.881914891,0.499999998,1.081815551,0.964528156,1.175008584
to summon someone is,106,0.283962263,1.506603774,0.752830184,0.989096444,1.133075789,1.30619094
to supervise someone is,90,1.472222211,2.167777769,0.654444436,1.246751075,0.931813231,1.640098722
to support someone is,93,3.01612904,2.38064516,0.696774187,0.862540534,1.09735434,1.523971604
to surprise someone is,100,1.454999999,1.407999997,1.919999993,1.408658288,1.210282543,1.300815586
to suspect someone is,95,-0.993684208,0.201052633,-0.106315793,1.278946581,1.334763882,1.40104903
to sweet talk someone is,97,0.991752571,0.891752575,0.315463917,1.303814119,1.084422856,1.525501303
to swindle someone is,95,-3.090526315,0.622105265,1.130526311,1.085599524,2.042692148,1.613050084
to sympathize with someone is,101,2.869306925,1.665346532,-0.855445539,0.800342759,1.116999164,1.52147791
to tackle someone is,95,-0.877894731,2.232631584,2.950526306,1.374399588,1.194619334,0.796785265
to take someone into custody is,100,0.169999995,2.283999994,1.864999986,1.630671907,1.089130878,1.065280815
to take someone s side is,99,1.154545449,1.334343428,0.793939383,1.233732733,1.120419156,1.128645393
to talk down to someone is,102,-2.713725479,-0.648039212,1.157843132,1.266009495,2.011192952,1.318372556
to talk to someone is,102,2.306862728,1.219607836,1.307843133,0.9554699,0.982121277,0.974495169
to tantalize someone is,92,0.1826087,1.384615382,1.067391297,1.859670812,1.421886302,1.294885
to taunt someone is,101,-2.660396033,-0.098019797,1.916831661,1.111942379,1.834774106,1.237018124
to teach someone is,100,3.017999998,2.264999996,1.111999997,1.031756376,1.268131131,1.268601387
to tease someone is,105,-1.835238094,0.099038464,1.473333324,1.530584412,1.886255613,1.375630389
to tell off someone is,99,-1.312121204,0.904040404,2.089898982,1.311508913,1.613711593,1.228778632
to tell someone to shut up is,102,-1.788235286,0.645098042,1.829411757,1.324281532,1.500602336,1.311607598
to tell something to someone is,101,0.925742574,0.836633663,0.837623757,1.072627938,0.96090819,1.116588675
to tempt someone is,135,-1.21333333,1.057777775,0.590370367,1.262832634,1.390182343,1.338236417
to terrorize someone is,101,-3.585148516,0.918811886,2.23564355,0.608175336,2.525260889,1.328050007
to test someone is,100,0.477999999,0.875,0.373999994,1.348892545,1.30912685,1.474196915
to thank someone is,95,3.168421057,2.167368415,0.815789471,1.209999402,1.524511926,1.555314557
to threaten someone is,101,-2.87722772,0.728712877,1.832673261,1.097349642,1.986118649,1.415140194
to thrill someone is,88,2.25568181,1.988636351,2.06249999,0.815631476,0.928158697,0.950536744
to tickle someone is,100,0.831,1.077999995,2.374999994,1.504920874,1.286022749,1.115671198
to tip someone is,102,2.547058812,1.536274506,0.004901958,1.116368392,1.061456985,1.501047643
to titillate someone is,88,1.082954543,1.183908043,1.297701144,1.471821265,1.191917892,1.04691983
